id,label,file_type,source_file,source_location,community,community_name
frontend_linux_runner_my_application_myapplication,_MyApplication,code,frontend/linux/runner/my_application.cc,L10,124,my_application.cc
frontend_windows_runner_flutter_window_flutterwindow,FlutterWindow,code,frontend/windows/runner/flutter_window.h,L12,140,Win32Window
frontend_windows_runner_win32_window_win32window,Win32Window,code,frontend/windows/runner/win32_window.h,L13,140,Win32Window
agents_skills_impeccable_scripts_lib_target_args_targetargerror,TargetArgError,code,.agents/skills/impeccable/scripts/lib/target-args.mjs,L1,147,.agents/skills/impeccable/scripts/live.mjs
claude_skills_impeccable_scripts_lib_target_args_targetargerror,TargetArgError,code,.claude/skills/impeccable/scripts/lib/target-args.mjs,L1,151,.claude/skills/impeccable/scripts/live.mjs
frontend_windows_runner_win32_window_windowclassregistrar,WindowClassRegistrar,code,frontend/windows/runner/win32_window.cpp,L59,158,win32_window.cpp
frontend_macos_runner_mainflutterwindow_mainflutterwindow,MainFlutterWindow,code,frontend/macos/Runner/MainFlutterWindow.swift,L4,165,GeneratedPluginRegistrant.swift
agents_skills_impeccable_scripts_detector_engines_static_html_css_cascade_staticelement,StaticElement,code,.agents/skills/impeccable/scripts/detector/engines/static-html/css-cascade.mjs,L764,187,StaticElement
frontend_ios_runner_appdelegate_appdelegate,AppDelegate,code,frontend/ios/Runner/AppDelegate.swift,L4,189,AppDelegate
frontend_macos_runner_appdelegate_appdelegate,AppDelegate,code,frontend/macos/Runner/AppDelegate.swift,L4,189,AppDelegate
claude_skills_impeccable_scripts_detector_engines_static_html_css_cascade_staticelement,StaticElement,code,.claude/skills/impeccable/scripts/detector/engines/static-html/css-cascade.mjs,L764,190,StaticElement
frontend_ios_runner_scenedelegate_scenedelegate,SceneDelegate,code,frontend/ios/Runner/SceneDelegate.swift,L4,202,ios/RunnerTests/RunnerTests.swift
frontend_ios_runnertests_runnertests_runnertests,RunnerTests,code,frontend/ios/RunnerTests/RunnerTests.swift,L5,202,ios/RunnerTests/RunnerTests.swift
frontend_macos_runnertests_runnertests_runnertests,RunnerTests,code,frontend/macos/RunnerTests/RunnerTests.swift,L5,202,ios/RunnerTests/RunnerTests.swift
frontend_windows_runner_win32_window_point,Point,code,frontend/windows/runner/win32_window.h,L15,244,Point
frontend_windows_runner_win32_window_size,Size,code,frontend/windows/runner/win32_window.h,L21,245,Size
frontend_android_app_src_main_kotlin_com_lamazon_lamazon_mainactivity_mainactivity,MainActivity,code,frontend/android/app/src/main/kotlin/com/lamazon/lamazon/MainActivity.kt,L5,248,FlutterActivity
agents_skills_impeccable_scripts_detector_engines_static_html_css_cascade_staticdocument,StaticDocument,code,.agents/skills/impeccable/scripts/detector/engines/static-html/css-cascade.mjs,L842,48,.agents/skills/impeccable/scripts/detector/engines/static-html/css-cascade.mjs
claude_skills_impeccable_scripts_detector_engines_static_html_css_cascade_staticdocument,StaticDocument,code,.claude/skills/impeccable/scripts/detector/engines/static-html/css-cascade.mjs,L842,49,.claude/skills/impeccable/scripts/detector/engines/static-html/css-cascade.mjs
agents_skills_impeccable_scripts_live_browser_accepteddomalreadyclean,acceptedDomAlreadyClean(),code,.agents/skills/impeccable/scripts/live-browser.js,L7931,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_addmanualcontexttext,addManualContextText(),code,.agents/skills/impeccable/scripts/live-browser.js,L1042,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_applyglobalbarlabelstate,applyGlobalBarLabelState(),code,.agents/skills/impeccable/scripts/live-browser.js,L8742,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_applyplaceholdersizingstyles,applyPlaceholderSizingStyles(),code,.agents/skills/impeccable/scripts/live-browser.js,L1829,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_applysveltecomponentvariantstyle,applySvelteComponentVariantStyle(),code,.agents/skills/impeccable/scripts/live-browser.js,L5212,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_buffertobase64,bufferToBase64(),code,.agents/skills/impeccable/scripts/live-browser.js,L7106,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_buildcollapsible,buildCollapsible(),code,.agents/skills/impeccable/scripts/live-browser.js,L11349,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_buildcolormodels,buildColorModels(),code,.agents/skills/impeccable/scripts/live-browser.js,L11021,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_buildlisthtml,buildListHtml(),code,.agents/skills/impeccable/scripts/live-browser.js,L11539,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_buildplaceholderresizehandles,buildPlaceholderResizeHandles(),code,.agents/skills/impeccable/scripts/live-browser.js,L2150,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_buildradiimodels,buildRadiiModels(),code,.agents/skills/impeccable/scripts/live-browser.js,L11060,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_buildsvelteexpressiontextmap,buildSvelteExpressionTextMap(),code,.agents/skills/impeccable/scripts/live-browser.js,L5822,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_buildsveltepropvaluesfromliveelement,buildSveltePropValuesFromLiveElement(),code,.agents/skills/impeccable/scripts/live-browser.js,L5344,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_buildtypographymodels,buildTypographyModels(),code,.agents/skills/impeccable/scripts/live-browser.js,L11037,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_canrestoremanualeditelement,canRestoreManualEditElement(),code,.agents/skills/impeccable/scripts/live-browser.js,L4308,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_collecteditabletextrows,collectEditableTextRows(),code,.agents/skills/impeccable/scripts/live-browser.js,L3305,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_collecteditabletextrows_visit,visit(),code,.agents/skills/impeccable/scripts/live-browser.js,L3310,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_collectfontcsstext,collectFontCssText(),code,.agents/skills/impeccable/scripts/live-browser.js,L7138,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_collectmanualcontextpieces,collectManualContextPieces(),code,.agents/skills/impeccable/scripts/live-browser.js,L1023,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_collectmanualcontextpieces_walk,walk(),code,.agents/skills/impeccable/scripts/live-browser.js,L1025,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_collecttextnodes,collectTextNodes(),code,.agents/skills/impeccable/scripts/live-browser.js,L5879,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_commitacceptedvarianttodom,commitAcceptedVariantToDom(),code,.agents/skills/impeccable/scripts/live-browser.js,L8022,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_computeinsertposition,computeInsertPosition(),code,.agents/skills/impeccable/scripts/live-browser.js,L1692,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_contextelementformanualedit,contextElementForManualEdit(),code,.agents/skills/impeccable/scripts/live-browser.js,L993,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_copyeditcontainercontext,copyEditContainerContext(),code,.agents/skills/impeccable/scripts/live-browser.js,L3669,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_copyeditleafcontext,copyEditLeafContext(),code,.agents/skills/impeccable/scripts/live-browser.js,L3635,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_copytoclipboard,copyToClipboard(),code,.agents/skills/impeccable/scripts/live-browser.js,L11580,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_createinsertplaceholder,createInsertPlaceholder(),code,.agents/skills/impeccable/scripts/live-browser.js,L2213,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_cssident,cssIdent(),code,.agents/skills/impeccable/scripts/live-browser.js,L4419,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_csssafe,cssSafe(),code,.agents/skills/impeccable/scripts/live-browser.js,L11437,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_cursorforinsertaxis,cursorForInsertAxis(),code,.agents/skills/impeccable/scripts/live-browser.js,L1802,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_cursorforplaceholderedge,cursorForPlaceholderEdge(),code,.agents/skills/impeccable/scripts/live-browser.js,L1880,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_detectinsertaxis,detectInsertAxis(),code,.agents/skills/impeccable/scripts/live-browser.js,L1674,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_detectinsertaxisfromstyle,detectInsertAxisFromStyle(),code,.agents/skills/impeccable/scripts/live-browser.js,L1655,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_directmixedtextrestorenodes,directMixedTextRestoreNodes(),code,.agents/skills/impeccable/scripts/live-browser.js,L4343,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_documentrefclasssuffix,documentRefClassSuffix(),code,.agents/skills/impeccable/scripts/live-browser.js,L3606,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_documentrefforelement,documentRefForElement(),code,.agents/skills/impeccable/scripts/live-browser.js,L3580,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_documentrefidsuffix,documentRefIdSuffix(),code,.agents/skills/impeccable/scripts/live-browser.js,L3602,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_documentrefsegment,documentRefSegment(),code,.agents/skills/impeccable/scripts/live-browser.js,L3597,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_elementmatchesmanualrefsegment,elementMatchesManualRefSegment(),code,.agents/skills/impeccable/scripts/live-browser.js,L4408,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_enableinlineedit,enableInlineEdit(),code,.agents/skills/impeccable/scripts/live-browser.js,L3385,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_ensureaccepteddomclean,ensureAcceptedDomClean(),code,.agents/skills/impeccable/scripts/live-browser.js,L7938,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_ensureinsertline,ensureInsertLine(),code,.agents/skills/impeccable/scripts/live-browser.js,L1913,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_escapehtml,escapeHtml(),code,.agents/skills/impeccable/scripts/live-browser.js,L11571,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_escaperegexp,escapeRegExp(),code,.agents/skills/impeccable/scripts/live-browser.js,L5895,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_expressiontextmatcher,expressionTextMatcher(),code,.agents/skills/impeccable/scripts/live-browser.js,L5865,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_extractsveltecomponentstyle,extractSvelteComponentStyle(),code,.agents/skills/impeccable/scripts/live-browser.js,L5207,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_findacceptedruntimewrappers,findAcceptedRuntimeWrappers(),code,.agents/skills/impeccable/scripts/live-browser.js,L7964,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_findactivesessionsummary,findActiveSessionSummary(),code,.agents/skills/impeccable/scripts/live-browser.js,L8127,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_findmanualeditrestoreelement,findManualEditRestoreElement(),code,.agents/skills/impeccable/scripts/live-browser.js,L4353,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_findmatchingcssbrace,findMatchingCssBrace(),code,.agents/skills/impeccable/scripts/live-browser.js,L5278,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_findprosedescription,findProseDescription(),code,.agents/skills/impeccable/scripts/live-browser.js,L11075,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_fontstack,fontStack(),code,.agents/skills/impeccable/scripts/live-browser.js,L11195,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_globalbarmodetoggles,globalBarModeToggles(),code,.agents/skills/impeccable/scripts/live-browser.js,L8733,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_groupbykind,groupByKind(),code,.agents/skills/impeccable/scripts/live-browser.js,L11322,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_groupsiblingrows,groupSiblingRows(),code,.agents/skills/impeccable/scripts/live-browser.js,L1703,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_handlemousemove,handleMouseMove(),code,.agents/skills/impeccable/scripts/live-browser.js,L6620,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_hidehighlighttagtooltip,hideHighlightTagTooltip(),code,.agents/skills/impeccable/scripts/live-browser.js,L345,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_highlightbold,highlightBold(),code,.agents/skills/impeccable/scripts/live-browser.js,L11567,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_hitsiblinginsertgap,hitSiblingInsertGap(),code,.agents/skills/impeccable/scripts/live-browser.js,L1727,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_horizontaloverlap,horizontalOverlap(),code,.agents/skills/impeccable/scripts/live-browser.js,L1721,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_humanizekey,humanizeKey(),code,.agents/skills/impeccable/scripts/live-browser.js,L11071,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_indexamongsametag,indexAmongSameTag(),code,.agents/skills/impeccable/scripts/live-browser.js,L3621,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_inlinefonturls,inlineFontUrls(),code,.agents/skills/impeccable/scripts/live-browser.js,L7115,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_inlinemd,inlineMd(),code,.agents/skills/impeccable/scripts/live-browser.js,L11553,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_insertlinecoords,insertLineCoords(),code,.agents/skills/impeccable/scripts/live-browser.js,L1784,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_ismeaningfulmanualcontextpiece,isMeaningfulManualContextPiece(),code,.agents/skills/impeccable/scripts/live-browser.js,L1047,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_isterminalsessionsummary,isTerminalSessionSummary(),code,.agents/skills/impeccable/scripts/live-browser.js,L8123,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_isusefulmanualeditcontext,isUsefulManualEditContext(),code,.agents/skills/impeccable/scripts/live-browser.js,L1017,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_isvariantshown,isVariantShown(),code,.agents/skills/impeccable/scripts/live-browser.js,L4904,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_jsxstyleobjecttocss,jsxStyleObjectToCss(),code,.agents/skills/impeccable/scripts/live-browser.js,L5802,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_jsxstyleproptocss,jsxStylePropToCss(),code,.agents/skills/impeccable/scripts/live-browser.js,L5815,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_layoutflowchildren,layoutFlowChildren(),code,.agents/skills/impeccable/scripts/live-browser.js,L1685,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_loadinteractionprefs,loadInteractionPrefs(),code,.agents/skills/impeccable/scripts/live-browser.js,L8557,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_loadpickpref,loadPickPref(),code,.agents/skills/impeccable/scripts/live-browser.js,L8582,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_loadsveltecomponentvariantsource,loadSvelteComponentVariantSource(),code,.agents/skills/impeccable/scripts/live-browser.js,L5192,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_mixedtextwraprestorehint,mixedTextWrapRestoreHint(),code,.agents/skills/impeccable/scripts/live-browser.js,L4314,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_msgdiv,msgDiv(),code,.agents/skills/impeccable/scripts/live-browser.js,L10959,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_nearbyeditabletextsformanualedit,nearbyEditableTextsForManualEdit(),code,.agents/skills/impeccable/scripts/live-browser.js,L3649,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_normalizecsscolor,normalizeCssColor(),code,.agents/skills/impeccable/scripts/live-browser.js,L11443,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_normalizedocumentreftoken,normalizeDocumentRefToken(),code,.agents/skills/impeccable/scripts/live-browser.js,L3617,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_normalizemanualcontexttext,normalizeManualContextText(),code,.agents/skills/impeccable/scripts/live-browser.js,L1053,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_normalizepagepath,normalizePagePath(),code,.agents/skills/impeccable/scripts/live-browser.js,L8109,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_normalizepreviewtext,normalizePreviewText(),code,.agents/skills/impeccable/scripts/live-browser.js,L5891,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_normalizesourcefallbackblock,normalizeSourceFallbackBlock(),code,.agents/skills/impeccable/scripts/live-browser.js,L5784,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_oninlineinput,onInlineInput(),code,.agents/skills/impeccable/scripts/live-browser.js,L3425,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_onpendingtrashclick,onPendingTrashClick(),code,.agents/skills/impeccable/scripts/live-browser.js,L4101,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_pagematchescurrent,pageMatchesCurrent(),code,.agents/skills/impeccable/scripts/live-browser.js,L8118,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_parsemanualeditrefsegment,parseManualEditRefSegment(),code,.agents/skills/impeccable/scripts/live-browser.js,L4392,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_parsesourceloc,parseSourceLoc(),code,.agents/skills/impeccable/scripts/live-browser.js,L3572,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_placeholdersizing,placeholderSizing(),code,.agents/skills/impeccable/scripts/live-browser.js,L1806,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_prefixcssselectors,prefixCssSelectors(),code,.agents/skills/impeccable/scripts/live-browser.js,L5300,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_querymanualeditref,queryManualEditRef(),code,.agents/skills/impeccable/scripts/live-browser.js,L4372,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_readvisiblevariantfromdom,readVisibleVariantFromDOM(),code,.agents/skills/impeccable/scripts/live-browser.js,L5951,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_reloadaftermissingaccepteddom,reloadAfterMissingAcceptedDom(),code,.agents/skills/impeccable/scripts/live-browser.js,L7994,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_removesveltecomponentvariantstyle,removeSvelteComponentVariantStyle(),code,.agents/skills/impeccable/scripts/live-browser.js,L5229,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_rendercolortiles,renderColorTiles(),code,.agents/skills/impeccable/scripts/live-browser.js,L11106,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_rendercomponenttiles,renderComponentTiles(),code,.agents/skills/impeccable/scripts/live-browser.js,L11265,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_renderdesignbody,renderDesignBody(),code,.agents/skills/impeccable/scripts/live-browser.js,L10925,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_renderdesignvisual,renderDesignVisual(),code,.agents/skills/impeccable/scripts/live-browser.js,L10985,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_renderdosdontscollapsible,renderDosDontsCollapsible(),code,.agents/skills/impeccable/scripts/live-browser.js,L11392,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_rendermarkdown,renderMarkdown(),code,.agents/skills/impeccable/scripts/live-browser.js,L11464,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_renderoverviewcollapsible,renderOverviewCollapsible(),code,.agents/skills/impeccable/scripts/live-browser.js,L11413,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_renderparsedmdcta,renderParsedMdCta(),code,.agents/skills/impeccable/scripts/live-browser.js,L10976,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_renderradiitile,renderRadiiTile(),code,.agents/skills/impeccable/scripts/live-browser.js,L11204,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_renderrawtab,renderRawTab(),code,.agents/skills/impeccable/scripts/live-browser.js,L11457,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_renderrulescollapsible,renderRulesCollapsible(),code,.agents/skills/impeccable/scripts/live-browser.js,L11374,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_rendershadowtiles,renderShadowTiles(),code,.agents/skills/impeccable/scripts/live-browser.js,L11235,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_renderstalehint,renderStaleHint(),code,.agents/skills/impeccable/scripts/live-browser.js,L10966,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_rendertypetiles,renderTypeTiles(),code,.agents/skills/impeccable/scripts/live-browser.js,L11151,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_resolveinserthover,resolveInsertHover(),code,.agents/skills/impeccable/scripts/live-browser.js,L1794,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_restoreaccepteddomfromsnapshot,restoreAcceptedDomFromSnapshot(),code,.agents/skills/impeccable/scripts/live-browser.js,L7972,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_restorediscardedmanualedits,restoreDiscardedManualEdits(),code,.agents/skills/impeccable/scripts/live-browser.js,L4289,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_restoremixedtextnodemanualedit,restoreMixedTextNodeManualEdit(),code,.agents/skills/impeccable/scripts/live-browser.js,L4325,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_sanitizedcontextouterhtml,sanitizedContextOuterHTML(),code,.agents/skills/impeccable/scripts/live-browser.js,L941,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_savedesignprefs,saveDesignPrefs(),code,.agents/skills/impeccable/scripts/live-browser.js,L10497,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_scopecssblock,scopeCssBlock(),code,.agents/skills/impeccable/scripts/live-browser.js,L5240,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_scopecsstosveltepreview,scopeCssToSveltePreview(),code,.agents/skills/impeccable/scripts/live-browser.js,L5235,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_selectorforacceptedroot,selectorForAcceptedRoot(),code,.agents/skills/impeccable/scripts/live-browser.js,L7923,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_setpageinteractioncursor,setPageInteractionCursor(),code,.agents/skills/impeccable/scripts/live-browser.js,L1981,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_shouldscopenestedcssatrule,shouldScopeNestedCssAtRule(),code,.agents/skills/impeccable/scripts/live-browser.js,L5274,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_shouldshowhighlighttagtooltip,shouldShowHighlightTagTooltip(),code,.agents/skills/impeccable/scripts/live-browser.js,L340,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_showhighlight,showHighlight(),code,.agents/skills/impeccable/scripts/live-browser.js,L351,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_showinsertline,showInsertLine(),code,.agents/skills/impeccable/scripts/live-browser.js,L1931,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_snapshotacceptedvariantdom,snapshotAcceptedVariantDom(),code,.agents/skills/impeccable/scripts/live-browser.js,L7910,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_sourcehintforelement,sourceHintForElement(),code,.agents/skills/impeccable/scripts/live-browser.js,L3556,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_splitcssselectorlist,splitCssSelectorList(),code,.agents/skills/impeccable/scripts/live-browser.js,L5313,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_splitfontfamily,splitFontFamily(),code,.agents/skills/impeccable/scripts/live-browser.js,L11065,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_stripmanualeditruntimestate,stripManualEditRuntimeState(),code,.agents/skills/impeccable/scripts/live-browser.js,L918,1,.agents/skills/impeccable/scripts/live-browser.js
agents_skills_impeccable_scripts_live_browser_syncpageinteractioncursor,syncPageInteractionCursor(),code,.agents/skills/impeccable/scripts/live-browser.js,L2001,1,.agents/skills/impeccable/scripts/live-browser.js
